"nodeID1";"nodeID2";"friendship";"advice";"id";"discussion"
"1";"87";"0";"1";"1";"1"
"1";"90";"0";"1";"2";"1"
"1";"110";"0";"1";"3";"1"
"2";"11";"0";"1";"4";"0"
"2";"55";"0";"1";"5";"0"
"2";"98";"0";"1";"6";"0"
"3";"20";"0";"1";"7";"1"
"3";"29";"0";"1";"8";"1"
"3";"37";"0";"1";"9";"0"
"4";"33";"1";"1";"10";"1"
"4";"94";"1";"1";"11";"0"
"4";"103";"0";"1";"12";"0"
"5";"52";"0";"1";"13";"0"
"5";"56";"0";"1";"14";"0"
"5";"61";"0";"1";"15";"0"
"6";"29";"0";"1";"16";"1"
"6";"31";"0";"1";"17";"1"
"6";"43";"0";"1";"18";"1"
"7";"23";"0";"1";"19";"0"
"7";"94";"0";"1";"20";"0"
"7";"106";"1";"1";"21";"1"
"8";"36";"0";"1";"22";"1"
"8";"55";"0";"1";"23";"1"
"8";"111";"0";"1";"24";"0"
"9";"3";"0";"1";"25";"0"
"9";"23";"0";"1";"26";"1"
"9";"29";"0";"1";"27";"0"
"10";"5";"0";"1";"28";"0"
"10";"56";"0";"1";"29";"0"
"11";"36";"0";"1";"30";"1"
"12";"31";"1";"1";"31";"0"
"12";"41";"0";"1";"32";"0"
"12";"42";"0";"1";"33";"1"
"13";"20";"0";"1";"34";"1"
"13";"37";"0";"1";"35";"1"
"13";"82";"0";"1";"36";"1"
"14";"3";"0";"1";"37";"0"
"14";"29";"0";"1";"38";"0"
"14";"57";"1";"1";"39";"1"
"15";"29";"0";"1";"40";"1"
"16";"29";"1";"1";"41";"1"
"16";"98";"1";"1";"42";"1"
"17";"11";"1";"1";"43";"1"
"17";"36";"0";"1";"44";"1"
"17";"48";"1";"1";"45";"0"
"18";"49";"0";"1";"46";"0"
"18";"82";"0";"1";"47";"1"
"18";"83";"1";"1";"48";"1"
"19";"36";"0";"1";"49";"1"
"19";"96";"0";"1";"50";"1"
"20";"29";"0";"1";"51";"1"
"20";"37";"1";"1";"52";"1"
"20";"46";"0";"1";"53";"1"
"21";"77";"0";"1";"54";"1"
"22";"23";"1";"1";"55";"1"
"22";"55";"0";"1";"56";"0"
"22";"66";"0";"1";"57";"0"
"23";"22";"1";"1";"58";"1"
"23";"27";"0";"1";"59";"0"
"23";"77";"0";"1";"60";"1"
"24";"29";"0";"1";"61";"0"
"24";"94";"0";"1";"62";"0"
"24";"95";"1";"1";"63";"1"
"25";"26";"0";"1";"64";"0"
"25";"29";"0";"1";"65";"0"
"25";"54";"0";"1";"66";"0"
"26";"11";"0";"1";"67";"0"
"26";"32";"0";"1";"68";"1"
"26";"42";"1";"1";"69";"1"
"27";"92";"0";"1";"70";"1"
"27";"101";"0";"1";"71";"1"
"28";"90";"0";"1";"72";"1"
"28";"98";"0";"1";"73";"1"
"28";"116";"0";"1";"74";"0"
"29";"41";"1";"1";"75";"0"
"29";"46";"0";"1";"76";"0"
"29";"100";"0";"1";"77";"0"
"30";"27";"0";"1";"78";"0"
"30";"90";"0";"1";"79";"1"
"31";"29";"0";"1";"80";"1"
"32";"29";"0";"1";"81";"0"
"32";"55";"1";"1";"82";"1"
"32";"109";"1";"1";"83";"1"
"33";"29";"0";"1";"84";"0"
"33";"31";"0";"1";"85";"0"
"33";"94";"0";"1";"86";"0"
"34";"22";"0";"1";"87";"0"
"34";"103";"1";"1";"88";"1"
"35";"3";"1";"1";"89";"1"
"35";"45";"0";"1";"90";"0"
"35";"46";"0";"1";"91";"0"
"36";"11";"0";"1";"92";"1"
"36";"29";"0";"1";"93";"1"
"36";"94";"0";"1";"94";"1"
"37";"13";"0";"1";"95";"1"
"37";"20";"1";"1";"96";"1"
"37";"46";"1";"1";"97";"0"
"38";"4";"0";"1";"98";"1"
"38";"7";"1";"1";"99";"0"
"38";"106";"1";"1";"100";"1"
"39";"29";"1";"1";"101";"1"
"39";"41";"1";"1";"102";"1"
"40";"44";"1";"1";"103";"1"
"40";"46";"0";"1";"104";"1"
"40";"100";"1";"1";"105";"1"
"41";"36";"0";"1";"106";"1"
"42";"45";"0";"1";"107";"1"
"42";"101";"0";"1";"108";"1"
"42";"102";"1";"1";"109";"1"
"44";"3";"0";"1";"110";"0"
"44";"23";"0";"1";"111";"0"
"44";"31";"1";"1";"112";"1"
"45";"42";"0";"1";"113";"0"
"45";"101";"0";"1";"114";"1"
"46";"43";"0";"1";"115";"0"
"46";"81";"1";"1";"116";"1"
"46";"111";"0";"1";"117";"0"
"47";"46";"0";"1";"118";"1"
"48";"55";"0";"1";"119";"0"
"48";"100";"0";"1";"120";"1"
"49";"56";"0";"1";"121";"1"
"50";"83";"0";"1";"122";"0"
"50";"95";"0";"1";"123";"0"
"51";"40";"0";"1";"124";"0"
"51";"100";"0";"1";"125";"0"
"52";"37";"0";"1";"126";"0"
"52";"98";"0";"1";"127";"0"
"52";"100";"1";"1";"128";"1"
"53";"36";"0";"1";"129";"1"
"53";"55";"0";"1";"130";"0"
"53";"83";"0";"1";"131";"0"
"54";"56";"0";"1";"132";"1"
"55";"11";"0";"1";"133";"0"
"55";"28";"0";"1";"134";"1"
"55";"41";"1";"1";"135";"1"
"56";"31";"0";"1";"136";"0"
"56";"68";"0";"1";"137";"0"
"56";"94";"0";"1";"138";"1"
"57";"29";"0";"1";"139";"1"
"57";"31";"0";"1";"140";"1"
"57";"46";"0";"1";"141";"0"
"58";"11";"0";"1";"142";"1"
"58";"83";"0";"1";"143";"0"
"58";"111";"1";"1";"144";"1"
"59";"45";"0";"1";"145";"1"
"59";"101";"0";"1";"146";"1"
"60";"3";"0";"1";"147";"0"
"60";"45";"0";"1";"148";"1"
"60";"81";"0";"1";"149";"1"
"61";"67";"0";"1";"150";"1"
"61";"83";"0";"1";"151";"1"
"61";"110";"0";"1";"152";"1"
"62";"102";"0";"1";"153";"0"
"63";"104";"0";"1";"154";"1"
"63";"111";"0";"1";"155";"1"
"64";"46";"0";"1";"156";"0"
"64";"55";"0";"1";"157";"0"
"64";"100";"0";"1";"158";"0"
"65";"51";"0";"1";"159";"0"
"65";"52";"0";"1";"160";"0"
"66";"28";"0";"1";"161";"1"
"66";"55";"0";"1";"162";"0"
"66";"95";"0";"1";"163";"1"
"67";"87";"0";"1";"164";"0"
"67";"93";"0";"1";"165";"0"
"67";"110";"0";"1";"166";"1"
"68";"87";"0";"1";"167";"0"
"68";"89";"0";"1";"168";"0"
"68";"104";"0";"1";"169";"0"
"69";"43";"0";"1";"170";"1"
"69";"103";"0";"1";"171";"0"
"73";"57";"0";"1";"172";"1"
"75";"29";"0";"1";"173";"0"
"75";"94";"0";"1";"174";"0"
"76";"11";"0";"1";"175";"0"
"76";"27";"0";"1";"176";"1"
"76";"36";"0";"1";"177";"1"
"77";"22";"0";"1";"178";"1"
"77";"23";"0";"1";"179";"1"
"77";"27";"0";"1";"180";"1"
"78";"1";"0";"1";"181";"1"
"78";"22";"0";"1";"182";"1"
"78";"27";"0";"1";"183";"1"
"79";"18";"0";"1";"184";"0"
"79";"29";"0";"1";"185";"0"
"79";"31";"0";"1";"186";"0"
"80";"29";"0";"1";"187";"0"
"80";"36";"0";"1";"188";"1"
"80";"94";"0";"1";"189";"0"
"83";"11";"0";"1";"190";"0"
"83";"61";"0";"1";"191";"0"
"83";"93";"0";"1";"192";"0"
"85";"46";"0";"1";"193";"0"
"86";"23";"1";"1";"194";"0"
"86";"40";"0";"1";"195";"0"
"86";"98";"0";"1";"196";"0"
"87";"110";"1";"1";"197";"0"
"89";"20";"0";"1";"198";"0"
"90";"87";"0";"1";"199";"0"
"90";"109";"0";"1";"200";"1"
"90";"110";"0";"1";"201";"0"
"91";"23";"0";"1";"202";"0"
"91";"40";"0";"1";"203";"0"
"91";"46";"0";"1";"204";"0"
"92";"55";"1";"1";"205";"1"
"92";"90";"0";"1";"206";"0"
"92";"104";"0";"1";"207";"0"
"93";"97";"0";"1";"208";"0"
"94";"36";"1";"1";"209";"0"
"94";"70";"0";"1";"210";"0"
"95";"28";"0";"1";"211";"1"
"95";"36";"0";"1";"212";"1"
"96";"19";"0";"1";"213";"0"
"96";"36";"0";"1";"214";"1"
"96";"41";"0";"1";"215";"0"
"97";"40";"0";"1";"216";"0"
"97";"53";"0";"1";"217";"0"
"97";"70";"0";"1";"218";"1"
"98";"11";"0";"1";"219";"1"
"98";"29";"0";"1";"220";"1"
"98";"36";"0";"1";"221";"0"
"99";"29";"1";"1";"222";"1"
"99";"52";"0";"1";"223";"0"
"99";"94";"1";"1";"224";"1"
"101";"45";"1";"1";"225";"1"
"101";"46";"0";"1";"226";"0"
"101";"98";"0";"1";"227";"0"
"102";"42";"0";"1";"228";"1"
"102";"45";"0";"1";"229";"1"
"102";"101";"0";"1";"230";"0"
"103";"43";"0";"1";"231";"1"
"103";"116";"0";"1";"232";"1"
"104";"111";"1";"1";"233";"1"
"106";"70";"0";"1";"234";"0"
"106";"83";"0";"1";"235";"0"
"106";"94";"0";"1";"236";"0"
"107";"4";"0";"1";"237";"0"
"107";"38";"0";"1";"238";"0"
"107";"106";"0";"1";"239";"1"
"108";"36";"0";"1";"240";"1"
"108";"53";"0";"1";"241";"1"
"108";"55";"0";"1";"242";"1"
"2";"90";"1";"0";"481";"1"
"2";"100";"1";"0";"482";"1"
"3";"35";"1";"0";"483";"1"
"4";"7";"0";"0";"484";"1"
"4";"106";"1";"0";"485";"1"
"5";"12";"1";"0";"486";"1"
"5";"65";"0";"0";"487";"1"
"5";"99";"1";"0";"488";"1"
"7";"92";"0";"0";"489";"1"
"8";"83";"1";"0";"490";"1"
"9";"21";"0";"0";"491";"1"
"9";"22";"0";"0";"492";"1"
"10";"88";"0";"0";"493";"1"
"10";"89";"0";"0";"494";"1"
"10";"117";"0";"0";"495";"1"
"11";"49";"0";"0";"496";"1"
"11";"55";"0";"0";"497";"1"
"12";"5";"1";"0";"498";"1"
"12";"102";"0";"0";"499";"1"
"14";"87";"0";"0";"500";"1"
"14";"113";"1";"0";"501";"1"
"15";"5";"1";"0";"502";"1"
"15";"54";"1";"0";"503";"1"
"16";"37";"0";"0";"504";"1"
"17";"100";"1";"0";"505";"1"
"18";"93";"0";"0";"506";"1"
"19";"41";"1";"0";"507";"1"
"21";"23";"0";"0";"508";"1"
"21";"42";"0";"0";"509";"1"
"22";"51";"1";"0";"510";"1"
"22";"77";"0";"0";"511";"1"
"23";"86";"1";"0";"512";"1"
"24";"22";"0";"0";"513";"1"
"25";"66";"1";"0";"514";"1"
"26";"45";"0";"0";"515";"1"
"27";"77";"0";"0";"516";"1"
"28";"11";"0";"0";"517";"1"
"29";"3";"0";"0";"518";"1"
"29";"31";"0";"0";"519";"1"
"29";"37";"0";"0";"520";"1"
"30";"98";"1";"0";"521";"1"
"30";"100";"1";"0";"522";"1"
"31";"44";"1";"0";"523";"1"
"32";"111";"0";"0";"524";"1"
"33";"3";"0";"0";"525";"1"
"33";"35";"0";"0";"526";"1"
"33";"87";"0";"0";"527";"1"
"34";"65";"0";"0";"528";"1"
"34";"98";"0";"0";"529";"1"
"35";"114";"0";"0";"530";"1"
"39";"31";"1";"0";"531";"1"
"41";"46";"0";"0";"532";"1"
"41";"55";"1";"0";"533";"1"
"43";"46";"0";"0";"534";"1"
"43";"69";"0";"0";"535";"1"
"43";"99";"1";"0";"536";"1"
"44";"40";"0";"0";"537";"1"
"44";"100";"0";"0";"538";"1"
"45";"84";"0";"0";"539";"1"
"45";"96";"0";"0";"540";"1"
"46";"3";"0";"0";"541";"1"
"46";"37";"1";"0";"542";"1"
"47";"20";"0";"0";"543";"1"
"47";"82";"0";"0";"544";"1"
"48";"17";"0";"0";"545";"1"
"48";"28";"0";"0";"546";"1"
"49";"54";"0";"0";"547";"1"
"51";"3";"0";"0";"548";"1"
"51";"31";"0";"0";"549";"1"
"52";"21";"0";"0";"550";"1"
"52";"81";"1";"0";"551";"1"
"53";"98";"0";"0";"552";"1"
"53";"102";"0";"0";"553";"1"
"54";"89";"0";"0";"554";"1"
"54";"117";"0";"0";"555";"1"
"55";"109";"0";"0";"556";"1"
"56";"6";"0";"0";"557";"1"
"56";"29";"0";"0";"558";"1"
"57";"14";"0";"0";"559";"1"
"58";"98";"0";"0";"560";"1"
"60";"12";"0";"0";"561";"1"
"62";"27";"0";"0";"562";"1"
"62";"91";"0";"0";"563";"1"
"62";"92";"0";"0";"564";"1"
"64";"59";"1";"0";"565";"1"
"64";"69";"1";"0";"566";"1"
"65";"69";"1";"0";"567";"1"
"65";"87";"1";"0";"568";"1"
"65";"110";"1";"0";"569";"1"
"66";"25";"1";"0";"570";"1"
"67";"61";"0";"0";"571";"1"
"67";"83";"0";"0";"572";"1"
"68";"56";"0";"0";"573";"1"
"69";"3";"0";"0";"574";"1"
"69";"31";"0";"0";"575";"1"
"70";"94";"0";"0";"576";"1"
"71";"4";"0";"0";"577";"1"
"71";"34";"1";"0";"578";"1"
"71";"106";"0";"0";"579";"1"
"72";"41";"0";"0";"580";"1"
"72";"43";"0";"0";"581";"1"
"72";"101";"0";"0";"582";"1"
"73";"34";"0";"0";"583";"1"
"73";"56";"0";"0";"584";"1"
"74";"89";"0";"0";"585";"1"
"75";"41";"0";"0";"586";"1"
"76";"90";"0";"0";"587";"1"
"80";"41";"0";"0";"588";"1"
"80";"106";"0";"0";"589";"1"
"81";"43";"0";"0";"590";"1"
"81";"46";"0";"0";"591";"1"
"81";"100";"0";"0";"592";"1"
"82";"20";"0";"0";"593";"1"
"82";"46";"1";"0";"594";"1"
"82";"47";"1";"0";"595";"1"
"84";"45";"0";"0";"596";"1"
"84";"96";"1";"0";"597";"1"
"84";"102";"1";"0";"598";"1"
"85";"10";"0";"0";"599";"1"
"85";"87";"0";"0";"600";"1"
"85";"117";"0";"0";"601";"1"
"87";"42";"0";"0";"602";"1"
"87";"44";"0";"0";"603";"1"
"87";"46";"0";"0";"604";"1"
"90";"11";"0";"0";"605";"1"
"90";"93";"0";"0";"606";"1"
"92";"27";"0";"0";"607";"1"
"92";"66";"0";"0";"608";"1"
"93";"11";"0";"0";"609";"1"
"93";"36";"1";"0";"610";"1"
"93";"100";"0";"0";"611";"1"
"94";"54";"0";"0";"612";"1"
"94";"89";"0";"0";"613";"1"
"95";"24";"0";"0";"614";"1"
"96";"93";"0";"0";"615";"1"
"96";"100";"0";"0";"616";"1"
"97";"106";"0";"0";"617";"1"
"97";"109";"0";"0";"618";"1"
"98";"100";"1";"0";"619";"1"
"99";"6";"0";"0";"620";"1"
"100";"52";"1";"0";"621";"1"
"100";"81";"1";"0";"622";"1"
"100";"98";"0";"0";"623";"1"
"101";"93";"0";"0";"624";"1"
"101";"113";"0";"0";"625";"1"
"102";"84";"0";"0";"626";"1"
"103";"95";"0";"0";"627";"1"
"104";"63";"0";"0";"628";"1"
"104";"109";"0";"0";"629";"1"
"105";"11";"0";"0";"630";"1"
"105";"55";"0";"0";"631";"1"
"105";"83";"0";"0";"632";"1"
"106";"4";"0";"0";"633";"1"
"107";"7";"0";"0";"634";"1"
"1";"8";"1";"0";"790";"0"
"1";"58";"1";"0";"791";"0"
"1";"112";"1";"0";"792";"0"
"3";"31";"1";"0";"793";"0"
"3";"44";"1";"0";"794";"0"
"5";"60";"1";"0";"795";"0"
"6";"94";"1";"0";"796";"0"
"7";"80";"1";"0";"797";"0"
"8";"30";"1";"0";"798";"0"
"8";"98";"1";"0";"799";"0"
"9";"42";"1";"0";"800";"0"
"9";"51";"1";"0";"801";"0"
"9";"98";"1";"0";"802";"0"
"10";"61";"1";"0";"803";"0"
"10";"79";"1";"0";"804";"0"
"11";"58";"1";"0";"805";"0"
"12";"106";"1";"0";"806";"0"
"13";"104";"1";"0";"807";"0"
"15";"114";"1";"0";"808";"0"
"16";"3";"1";"0";"809";"0"
"18";"105";"1";"0";"810";"0"
"19";"52";"1";"0";"811";"0"
"19";"78";"1";"0";"812";"0"
"20";"35";"1";"0";"813";"0"
"20";"95";"1";"0";"814";"0"
"21";"10";"1";"0";"815";"0"
"21";"114";"1";"0";"816";"0"
"22";"54";"1";"0";"817";"0"
"23";"54";"1";"0";"818";"0"
"25";"103";"1";"0";"819";"0"
"26";"76";"1";"0";"820";"0"
"27";"62";"1";"0";"821";"0"
"27";"115";"1";"0";"822";"0"
"28";"36";"1";"0";"823";"0"
"28";"88";"1";"0";"824";"0"
"28";"95";"1";"0";"825";"0"
"29";"94";"1";"0";"826";"0"
"30";"103";"1";"0";"827";"0"
"31";"35";"1";"0";"828";"0"
"31";"54";"1";"0";"829";"0"
"33";"4";"1";"0";"830";"0"
"33";"69";"1";"0";"831";"0"
"34";"93";"1";"0";"832";"0"
"34";"106";"1";"0";"833";"0"
"35";"31";"1";"0";"834";"0"
"35";"44";"1";"0";"835";"0"
"36";"53";"1";"0";"836";"0"
"36";"96";"1";"0";"837";"0"
"36";"100";"1";"0";"838";"0"
"37";"29";"1";"0";"839";"0"
"41";"29";"1";"0";"840";"0"
"41";"94";"1";"0";"841";"0"
"42";"57";"1";"0";"842";"0"
"43";"37";"1";"0";"843";"0"
"43";"97";"1";"0";"844";"0"
"44";"35";"1";"0";"845";"0"
"44";"54";"1";"0";"846";"0"
"46";"20";"1";"0";"847";"0"
"47";"58";"1";"0";"848";"0"
"47";"101";"1";"0";"849";"0"
"47";"108";"1";"0";"850";"0"
"48";"50";"1";"0";"851";"0"
"48";"97";"1";"0";"852";"0"
"48";"111";"1";"0";"853";"0"
"49";"27";"1";"0";"854";"0"
"49";"28";"1";"0";"855";"0"
"49";"45";"1";"0";"856";"0"
"50";"97";"1";"0";"857";"0"
"50";"111";"1";"0";"858";"0"
"51";"23";"1";"0";"859";"0"
"51";"35";"1";"0";"860";"0"
"51";"114";"1";"0";"861";"0"
"52";"61";"1";"0";"862";"0"
"53";"108";"1";"0";"863";"0"
"54";"31";"1";"0";"864";"0"
"54";"44";"1";"0";"865";"0"
"54";"95";"1";"0";"866";"0"
"56";"72";"1";"0";"867";"0"
"56";"82";"1";"0";"868";"0"
"56";"91";"1";"0";"869";"0"
"57";"61";"1";"0";"870";"0"
"57";"99";"1";"0";"871";"0"
"58";"47";"1";"0";"872";"0"
"58";"48";"1";"0";"873";"0"
"59";"64";"1";"0";"874";"0"
"59";"69";"1";"0";"875";"0"
"60";"84";"1";"0";"876";"0"
"60";"102";"1";"0";"877";"0"
"61";"10";"1";"0";"878";"0"
"61";"79";"1";"0";"879";"0"
"62";"3";"1";"0";"880";"0"
"62";"37";"1";"0";"881";"0"
"62";"54";"1";"0";"882";"0"
"63";"8";"1";"0";"883";"0"
"67";"5";"1";"0";"884";"0"
"67";"43";"1";"0";"885";"0"
"67";"99";"1";"0";"886";"0"
"68";"60";"1";"0";"887";"0"
"69";"59";"1";"0";"888";"0"
"69";"64";"1";"0";"889";"0"
"71";"58";"1";"0";"890";"0"
"71";"108";"1";"0";"891";"0"
"74";"57";"1";"0";"892";"0"
"78";"48";"1";"0";"893";"0"
"78";"50";"1";"0";"894";"0"
"78";"111";"1";"0";"895";"0"
"79";"10";"1";"0";"896";"0"
"79";"50";"1";"0";"897";"0"
"79";"61";"1";"0";"898";"0"
"81";"40";"1";"0";"899";"0"
"81";"61";"1";"0";"900";"0"
"81";"79";"1";"0";"901";"0"
"82";"56";"1";"0";"902";"0"
"83";"8";"1";"0";"903";"0"
"83";"18";"1";"0";"904";"0"
"86";"51";"1";"0";"905";"0"
"86";"93";"1";"0";"906";"0"
"87";"65";"1";"0";"907";"0"
"90";"17";"1";"0";"908";"0"
"90";"22";"1";"0";"909";"0"
"90";"76";"1";"0";"910";"0"
"92";"47";"1";"0";"911";"0"
"92";"93";"1";"0";"912";"0"
"93";"47";"1";"0";"913";"0"
"93";"70";"1";"0";"914";"0"
"94";"108";"1";"0";"915";"0"
"95";"44";"1";"0";"916";"0"
"95";"54";"1";"0";"917";"0"
"95";"100";"1";"0";"918";"0"
"96";"78";"1";"0";"919";"0"
"96";"89";"1";"0";"920";"0"
"99";"43";"1";"0";"921";"0"
"100";"95";"1";"0";"922";"0"
"101";"47";"1";"0";"923";"0"
"102";"65";"1";"0";"924";"0"
"102";"69";"1";"0";"925";"0"
"102";"87";"1";"0";"926";"0"
"103";"25";"1";"0";"927";"0"
"103";"30";"1";"0";"928";"0"
"103";"65";"1";"0";"929";"0"
"104";"84";"1";"0";"930";"0"
"104";"115";"1";"0";"931";"0"
"105";"18";"1";"0";"932";"0"
"108";"112";"1";"0";"933";"0"
"109";"32";"1";"0";"934";"0"
"109";"53";"1";"0";"935";"0"
"109";"58";"1";"0";"936";"0"
"118";"141";"1";"1";"243";"1"
"118";"161";"0";"1";"244";"1"
"119";"121";"0";"1";"245";"1"
"119";"123";"1";"1";"246";"1"
"119";"163";"1";"1";"247";"1"
"120";"122";"1";"1";"248";"1"
"120";"145";"0";"1";"249";"0"
"120";"147";"0";"1";"250";"0"
"121";"119";"1";"1";"251";"1"
"121";"123";"1";"1";"252";"1"
"121";"163";"1";"1";"253";"1"
"122";"126";"0";"1";"254";"0"
"122";"141";"0";"1";"255";"0"
"122";"147";"1";"1";"256";"0"
"123";"122";"1";"1";"257";"1"
"123";"141";"0";"1";"258";"1"
"123";"152";"0";"1";"259";"0"
"124";"125";"1";"1";"260";"1"
"124";"128";"1";"1";"261";"1"
"124";"141";"1";"1";"262";"1"
"125";"122";"0";"1";"263";"0"
"125";"144";"1";"1";"264";"1"
"125";"151";"0";"1";"265";"0"
"126";"129";"1";"1";"266";"1"
"127";"118";"0";"1";"267";"0"
"127";"122";"1";"1";"268";"1"
